"Origin","Destination","Transport","TimeHours","CostUSD","LastUpdated","Note"
"Pretoria","Bucharest","plane","11.59","503.48","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Budapest","plane","11.58","559.05","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Bujumbura","plane","3.78","217.31","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Caracas","plane","17.88","687.15","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Chisinau","plane","11.61","559.62","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Dili","plane","17.29","656.51","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Dushanbe","plane","12.25","535.3","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Funafuti","plane","26.8","942.98","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Gaborone","bus","4.25","14.2","2026-06-24","Estimated from geodesic distance model"
"Pretoria","George Town","plane","19.81","865.53","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Georgetown","plane","16.09","671.24","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Harare","plane","1.91","116.61","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Havana","plane","24.77","839.07","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Helsinki","plane","16.63","622.16","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Islamabad","plane","11.78","568","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Jerusalem","plane","10.14","432.37","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Kyiv","plane","12.83","562.24","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Kigali","plane","3.93","225.62","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Kingston","plane","18.32","706.48","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Kinshasa","plane","4.16","215.73","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Ngerulmud","plane","18.96","818.45","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Kuala Lumpur","plane","12.41","542.94","2026-06-24","Estimated from geodesic distance model"
"Pretoria","La Paz","plane","15.78","656.67","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Lilongwe","plane","2.68","144.22","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Lisbon","plane","12.17","530.84","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Luxembourg","plane","12.45","603.16","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Madrid","plane","11.63","560.45","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Madrid","plane","11.63","560.45","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Malabo","plane","5.54","282.75","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Male","plane","9.31","392.77","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Male","plane","9.31","392.77","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Manama","plane","10.23","435.58","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Manama","plane","10.23","435.58","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Maputo","bus","6.95","19.24","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Maseru","train","4.4","29.15","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Maseru","bus","6.79","19.02","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Maseru","plane","1.36","87.54","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Mbabane","bus","5.03","14.78","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Mbabane","bus","5.03","14.78","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Montevideo","plane","11.58","556.79","2026-06-24","Estimated from geodesic distance model"
"Pretoria","N'Djamena","plane","6.38","324.08","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Nassau","plane","19.21","837.78","2026-06-24","Estimated from geodesic distance model"
"Pretoria","New Delhi","plane","12.12","528.09","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Noumea","plane","22.65","847.3","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Noumea","plane","22.65","847.3","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Nuku'alofa","plane","25.91","898.35","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Nuku'alofa","plane","25.91","898.35","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Nuuk","plane","19.05","823.23","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Oranjestad","plane","17.62","754.81","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Oslo","plane","15.57","645.46","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Ottawa","plane","23.92","808.79","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Pyongyang","plane","20.19","794.26","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Pyongyang","plane","20.19","794.26","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Panama","plane","19.14","828.54","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Papeete","plane","26.9","948.27","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Paramaribo","plane","16.51","618.28","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Paris","plane","12.28","595.59","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Phnom Penh","plane","16.56","615.99","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Port Moresby","plane","19.17","831.86","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Port Vila","plane","24.42","833.65","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Prague","plane","12.31","596.01","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Praia","plane","11.07","477.23","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Quito","plane","18.32","787.07","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Quito","plane","18.32","787.07","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Reykjavik","plane","18.14","696.45","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Riga","plane","16.01","593.85","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Road Town","plane","17.81","758.49","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Roseau","plane","16.92","715.85","2026-06-24","Estimated from geodesic distance model"
"Pretoria","San Marino","plane","11.16","537.63","2026-06-24","Estimated from geodesic distance model"
"Pretoria","San Salvador","plane","23.06","869.01","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Santiago","plane","16.49","612.88","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Sarajevo","plane","12.08","525.5","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Seoul","plane","20.34","800.96","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Singapore","plane","12.19","591.12","2026-06-24","Estimated from geodesic distance model"
"Pretoria","St. Peter Port","plane","12.27","596.98","2026-06-24","Estimated from geodesic distance model"
"Pretoria","St. Peter Port","plane","12.27","596.98","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Stockholm","plane","16.68","623.35","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Suva","plane","25.11","868.17","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Tallinn","plane","15.4","635.84","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Tehran","plane","11.43","494.12","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Tokyo","plane","23.66","892.93","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Torshavn","plane","16.46","690.47","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Valletta","plane","10.46","497.03","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Vientiane","plane","15.62","642.99","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Vilnius","plane","13.43","591.53","2026-06-24","Estimated from geodesic distance model"
"Pretoria","W. Indies","plane","16.92","717.98","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Warsaw","plane","13.11","575.99","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Wellington","plane","19.36","754.83","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Willemstad","plane","18.56","717.31","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Willemstad","plane","18.56","717.31","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Windhoek","bus","16.88","46.8","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Yaounde","plane","5.18","292.93","2026-06-24","Estimated from geodesic distance model"
"Pretoria","Zagreb","plane","12.22","533.16","2026-06-24","Estimated from geodesic distance model"
"Quito","Bogota","bus","11.69","30.43","2026-06-24","Estimated from geodesic distance model"
"Quito","Brasilia","plane","5.49","280.59","2026-06-24","Estimated from geodesic distance model"
"Quito","Canberra","plane","25.02","857.77","2026-06-24","Estimated from geodesic distance model"
"Quito","Canberra","plane","25.02","857.77","2026-06-24","Estimated from geodesic distance model"
"Quito","Lima","bus","20.15","50.17","2026-06-24","Estimated from geodesic distance model"
"Quito","Lima","plane","2.35","140.75","2026-06-24","Estimated from geodesic distance model"
"Quito","Lima","plane","2.35","140.75","2026-06-24","Estimated from geodesic distance model"
"Quito","London","plane","16.27","604.21","2026-06-24","Estimated from geodesic distance model"
"Quito","London","plane","16.27","604.21","2026-06-24","Estimated from geodesic distance model"
"Quito","Pretoria","plane","18.6","722.43","2026-06-24","Estimated from geodesic distance model"
"Quito","Pretoria","plane","18.6","722.43","2026-06-24","Estimated from geodesic distance model"
"Quito","Singapore","plane","32.48","1218.15","2026-06-24","Estimated from geodesic distance model"
"Quito","Singapore","plane","32.48","1218.15","2026-06-24","Estimated from geodesic distance model"
"Quito","Washington DC","plane","5.9","331.28","2026-06-24","Estimated from geodesic distance model"
"Quito","Washington DC","plane","5.9","331.28","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","Canberra","plane","29.27","1057.78","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","Copenhagen","plane","3.33","193.17","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","Helsinki","plane","3.63","209.71","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","Lima","plane","16.77","628.61","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","London","plane","3.15","166.61","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","Nuuk","plane","2.69","145.01","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","Pretoria","plane","18.05","692.88","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","Singapore","plane","17.72","760.19","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","Torshavn","plane","1.85","103.37","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","Torshavn","plane","1.85","103.37","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","Vienna","plane","4.15","237.26","2026-06-24","Estimated from geodesic distance model"
"Reykjavik","Washington DC","plane","5.96","334.49","2026-06-24","Estimated from geodesic distance model"
"Riga","Canberra","plane","26.46","933.34","2026-06-24","Estimated from geodesic distance model"
"Riga","Lima","plane","17.96","774.48","2026-06-24","Estimated from geodesic distance model"
"Riga","London","plane","2.76","162.64","2026-06-24","Estimated from geodesic distance model"
"Riga","Pretoria","plane","15.38","630.56","2026-06-24","Estimated from geodesic distance model"
"Riga","Singapore","plane","16.27","604.53","2026-06-24","Estimated from geodesic distance model"
"Riga","Tallinn","train","3.29","24.44","2026-06-24","Estimated from geodesic distance model"
"Riga","Vilnius","bus","4.51","13.56","2026-06-24","Estimated from geodesic distance model"
"Riga","Washington DC","plane","10.35","492.68","2026-06-24","Estimated from geodesic distance model"
"Riyadh","Abu Dhabi","plane","1.81","111.7","2026-06-24","Estimated from geodesic distance model"
"Riyadh","Baghdad","plane","2.04","124.33","2026-06-24","Estimated from geodesic distance model"
"Riyadh","Doha","plane","1.53","88.35","2026-06-24","Estimated from geodesic distance model"
"Riyadh","Manama","bus","6.84","19.06","2026-06-24","Estimated from geodesic distance model"
"Riyadh","Muscat","plane","2.4","130.98","2026-06-24","Estimated from geodesic distance model"
"Riyadh","Tehran","plane","2.42","144.59","2026-06-24","Estimated from geodesic distance model"
"Road Town","Canberra","plane","26.52","1050.63","2026-06-24","Estimated from geodesic distance model"
